Date,Open,High,Low,Close,Volume,Tomorrow,Target,Ratio_Close_2,Trend_2,Ratio_Close_5,Trend_5,Ratio_Close_60,Trend_60,Ratio_Close_250,Trend_250,Ratio_Close_1000,Trend_1000
2004-01-27 00:00:00-05:00,0.34705989465897175,0.35022321991072264,0.34344445749966707,0.3475112020969391,307070400,0.3392265737056732,0,1.0013017607023007,2.0,1.016926771849459,3.0,1.0651703124882461,30.0,1.2050139683895136,132.0,0.9106054832948182,475.0
2004-01-28 00:00:00-05:00,0.34404660137615223,0.3521809165756438,0.3375698447456136,0.3392265737056732,275402400,0.34163662791252136,1,0.9879362564822018,1.0,0.9934715639744243,3.0,1.0402330228907841,30.0,1.1742747492130328,132.0,0.8898410824592559,475.0
2004-01-29 00:00:00-05:00,0.3408833429483249,0.3434443459047945,0.3342555967159843,0.34163662791252136,212699200,0.33982884883880615,0,1.0035397040126712,1.0,0.9961350032468996,4.0,1.047792812380032,31.0,1.1805687681788664,132.0,0.8971902457501884,475.0
2004-01-30 00:00:00-05:00,0.34118442968710866,0.34449871701205875,0.337719983161704,0.33982884883880615,185298400,0.33621352910995483,0,0.9973472184059371,1.0,0.9908639290518749,3.0,1.0427220992486874,30.0,1.172393314094999,131.0,0.8935540758106996,474.0
2004-02-02 00:00:00-05:00,0.3383223955121834,0.34359456151775475,0.3325989221412256,0.33621352910995483,287431200,0.3353099822998047,0,0.9946522291401009,0.0,0.9863008060203875,2.0,1.032098043044536,30.0,1.1580622150558415,131.0,0.8852649657215524,473.0
2004-02-03 00:00:00-05:00,0.33591227834234416,0.3374188480575669,0.3313933736658872,0.3353099822998047,180812800,0.32823026180267334,0,0.9986544822410561,0.0,0.9907425207989132,1.0,1.0299355511727857,29.0,1.1530810223361652,131.0,0.8841194344312762,472.0
2004-02-04 00:00:00-05:00,0.3313935622393349,0.3327491439108547,0.32687468013115356,0.32823026180267334,305552800,0.33772000670433044,1,0.9893303826556782,0.0,0.9761673315653164,1.0,1.0092246103353912,28.0,1.1270162139588853,131.0,0.8666404762554177,472.0
2004-02-05 00:00:00-05:00,0.32868224734639234,0.3451010370887233,0.3285312333869063,0.33772000670433044,352844800,0.3420887291431427,1,1.0142499302882364,1.0,1.0067354600013145,1.0,1.038467315144165,29.0,1.1576197134442037,132.0,0.8929158333801931,472.0
2004-02-06 00:00:00-05:00,0.33817214550309943,0.34479989104436304,0.33741886061744825,0.3420887291431427,193340000,0.3414855897426605,0,1.0064263993803582,2.0,1.018386416992061,2.0,1.0512434785761273,30.0,1.1705734619044381,132.0,0.9056086059586551,473.0
2004-02-09 00:00:00-05:00,0.3407331344961605,0.34434774034952387,0.338925416765043,0.3414855897426605,188260800,0.3461555540561676,1,0.9991176681396322,1.0,1.013409850098703,2.0,1.0484759938416526,30.0,1.1665085951249985,132.0,0.9052839511931375,472.0
2004-02-10 00:00:00-05:00,0.3407332289682861,0.3482644203923663,0.33802123681524376,0.3461555540561676,255343200,0.3585074841976166,1,1.006791281114606,1.0,1.0206982602284131,3.0,1.0622821214093296,30.0,1.1803741667572765,132.0,0.9190043429867745,472.0
2004-02-11 00:00:00-05:00,0.34781214284360795,0.35956191693950595,0.3472098468793187,0.3585074841976166,348544000,0.3574531376361847,0,1.0175288463718177,2.0,1.0385757252982675,4.0,1.0990192347037822,30.0,1.2201722081607367,132.0,0.9530651218205349,473.0
2004-02-12 00:00:00-05:00,0.3556453945590517,0.3613697215658695,0.3554952604758254,0.3574531376361847,183988000,0.34645670652389526,0,0.9985273679455563,1.0,1.0238159018047994,3.0,1.093876033462326,30.0,1.2143276063306139,131.0,0.9515466280080371,472.0
2004-02-13 00:00:00-05:00,0.35926091869852134,0.36302651445799167,0.3438965328041937,0.34645670652389526,315980000,0.34886661171913147,1,0.9843780688627667,0.0,0.9898432310577915,2.0,1.058703793180315,30.0,1.1751115832179284,130.0,0.9234820569615275,472.0
2004-02-17 00:00:00-05:00,0.34796316767912394,0.3538376279613034,0.34796316767912394,0.34886661171913147,170956800,0.3503733277320862,1,1.0034658771423424,1.0,0.9925423119367166,3.0,1.0638236100858816,31.0,1.1812793528395866,131.0,0.931167366228998,472.0
2004-02-18 00:00:00-05:00,0.3491687351756309,0.35308449059330915,0.34721002785759314,0.3503733277320862,141635200,0.3384733498096466,0,1.0021547911209665,2.0,0.994442375751862,3.0,1.0661002446748742,31.0,1.1843297461668407,132.0,0.9365017410179931,472.0
2004-02-19 00:00:00-05:00,0.3514276950134642,0.356097589455232,0.33756990556200284,0.3384733498096466,323080800,0.33741891384124756,0,0.9827247799685894,1.0,0.9717181154593644,2.0,1.0282498926620405,31.0,1.1423675127960238,131.0,0.9059761507048226,472.0
2004-02-20 00:00:00-05:00,0.33892548385019333,0.33907564308566646,0.3345567626678649,0.33741891384124756,277603200,0.334255576133728,0,0.9984399348459717,0.0,0.9799636601822309,2.0,1.0233919066918662,31.0,1.137037530511979,131.0,0.904349313410659,472.0
2004-02-23 00:00:00-05:00,0.33651543088716357,0.33832231915918365,0.3297366962357972,0.334255576133728,194079200,0.3368166387081146,1,0.9952903709241103,0.0,0.977705527657255,2.0,1.012995319515393,30.0,1.1247402675189908,130.0,0.8971181485454911,471.0
2004-02-24 00:00:00-05:00,0.33350235040333626,0.3425401118031499,0.33139345896310457,0.3368166387081146,259056000,0.3435944616794586,1,1.0038163740321004,1.0,0.9921909400499772,2.0,1.0194537791942195,31.0,1.1315547777655794,131.0,0.9052710899604889,471.0
2004-02-25 00:00:00-05:00,0.3356111353647748,0.34495087220886816,0.33455670247004726,0.3435944616794586,276276000,0.3470597267150879,1,1.0099613644860927,2.0,1.016215564907962,2.0,1.038319454493563,31.0,1.1524706225249473,131.0,0.925074007957881,471.0
2004-02-26 00:00:00-05:00,0.3446488833693296,0.3491685924359818,0.34344429130530996,0.3470597267150879,198408000,0.3603151738643646,1,1.0050173662794755,2.0,1.0212773540523203,3.0,1.047099155522502,31.0,1.1622075747471534,131.0,0.9358444149122872,472.0
2004-02-27 00:00:00-05:00,0.3458542394375274,0.3618217432674693,0.3457032506537361,0.3603151738643646,468837600,0.3618217706680298,1,1.0187389277431507,2.0,1.0461860464222785,4.0,1.0852749119110792,31.0,1.2043437824517311,132.0,0.9731719490031674,472.0
2004-03-01 00:00:00-05:00,0.3630263625947749,0.36603950162916765,0.3595619163922352,0.3618217706680298,321680800,0.35865864157676697,0,1.002086303456806,2.0,1.034008240400926,5.0,1.0877728542698024,32.0,1.207079809597518,133.0,0.9787871179873946,473.0
2004-03-02 00:00:00-05:00,0.36151993841678687,0.36302653378409505,0.35805549058054714,0.35865864157676697,256687200,0.3603151738643646,1,0.9956096945350569,1.0,1.0123308228630117,4.0,1.0760055470503596,32.0,1.1943209542012334,132.0,0.9717202488908117,473.0
2004-03-03 00:00:00-05:00,0.35549514730487214,0.3643819157223047,0.35549514730487214,0.3603151738643646,225131200,0.3789939880371094,1,1.0023040231118587,1.0,1.0074967027657602,4.0,1.0787247255761774,32.0,1.1975880720051275,133.0,0.9776878432909387,474.0
2004-03-04 00:00:00-05:00,0.3604654497144571,0.37989740712951725,0.36016432677676613,0.3789939880371094,660223200,0.402793824672699,1,1.0252652275060457,2.0,1.0411323536498318,4.0,1.1309822050277263,33.0,1.256995360131344,134.0,1.0298853231182243,474.0
2004-03-05 00:00:00-05:00,0.3758306756380846,0.41409146592268314,0.37507739061618955,0.402793824672699,1540599200,0.39164718985557556,0,1.030442834038427,2.0,1.0812772865046023,4.0,1.1969026656855284,33.0,1.3326370871987203,135.0,1.0961808356673897,474.0
2004-03-08 00:00:00-05:00,0.40098609880700725,0.4035471019102381,0.3886340498261183,0.39164718985557556,522872000,0.40821701288223267,1,0.9859692102833562,1.0,1.0347848364713843,3.0,1.1589818039299085,33.0,1.2927254669838084,135.0,1.067362292774645,474.0
2004-03-09 00:00:00-05:00,0.3901406356599903,0.4101748902935353,0.3878807554065975,0.40821701288223267,618363200,0.4169536232948303,1,1.020715795218665,1.0,1.0510399329322853,4.0,1.2020149497275985,34.0,1.3439754355048212,136.0,1.1138932734223261,475.0
2004-03-10 00:00:00-05:00,0.40731271118578344,0.4238825182236873,0.40580614111983465,0.4169536232948303,1006964000,0.4089694321155548,0,1.0105876409430583,2.0,1.0431112952257653,4.0,1.2218960715180187,34.0,1.3692188903042122,136.0,1.1391581998475622,475.0
2004-03-11 00:00:00-05:00,0.4107771502358506,0.42237593950578756,0.408065987859932,0.4089694321155548,595851200,0.4151458144187927,1,0.9903330084721895,1.0,1.0080184508741759,3.0,1.193003610430093,34.0,1.339720837798942,135.0,1.1188932428891847,474.0
2004-03-12 00:00:00-05:00,0.4115303788941966,0.41845927230893426,0.4092713538979884,0.4151458144187927,329224000,0.39842501282691956,0,1.007494561384723,1.0,1.0170490644669758,3.0,1.2045018526762659,35.0,1.356593261227995,135.0,1.1374289328534217,474.0
2004-03-15 00:00:00-05:00,0.40716247854729165,0.4119825060609569,0.3955636918467765,0.39842501282691956,481717600,0.3889352083206177,0,0.9794476386911755,1.0,0.9728546488057246,3.0,1.1506826229057663,35.0,1.2990252890327516,135.0,1.093198144803639,474.0
2004-03-16 00:00:00-05:00,0.3999316764262862,0.40083595030295,0.38245845038014586,0.3889352083206177,605432800,0.3945092558860779,1,0.9879473152803288,0.0,0.9587103883758152,2.0,1.1184582480063088,35.0,1.2653826071072996,135.0,1.0690001803082738,473.0
2004-03-17 00:00:00-05:00,0.39104397967836574,0.39737057684379856,0.3883328179242831,0.3945092558860779,411432000,0.38667604327201843,0,1.0071147960322937,1.0,0.9833306586312893,2.0,1.129472561203746,35.0,1.2806856076498871,136.0,1.0863853022871302,473.0
2004-03-18 00:00:00-05:00,0.3907427854218858,0.3925505029136363,0.38547059660160476,0.38667604327201843,321081600,0.38953831791877747,1,0.9899726574187949,1.0,0.9746376275967736,2.0,1.1023161458373254,35.0,1.252642523346609,135.0,1.0668052182591599,473.0
2004-03-19 00:00:00-05:00,0.3850194375504477,0.40580612132295946,0.3847174347250684,0.38953831791877747,408576000,0.38953831791877747,0,1.003687479631745,1.0,0.9946926436817194,2.0,1.1057196710836112,35.0,1.2590910667788602,136.0,1.0766476087298442,474.0
2004-03-22 00:00:00-05:00,0.38215728640839924,0.3942073575209365,0.380349568339262,0.38953831791877747,419031200,0.38095179200172424,0,1.0,1.0,0.9992276031557177,2.0,1.1009728967338537,35.0,1.2563237805102334,135.0,1.078619977469325,473.0
2004-03-23 00:00:00-05:00,0.3898394175395152,0.3916471353839581,0.3798973590598761,0.38095179200172424,385515200,0.384115070104599,1,0.9888557610195163,0.0,0.9812206319779421,2.0,1.0729888829359013,34.0,1.2260386645582946,135.0,1.0567956276420882,473.0
2004-03-24 00:00:00-05:00,0.38065062342670525,0.3878806648054993,0.38065062342670525,0.384115070104599,428215200,0.4047517776489258,1,1.0041346426822957,1.0,0.9946943821137989,2.0,1.0782996054561742,34.0,1.233585488733063,135.0,1.0674652285809048,474.0
2004-03-25 00:00:00-05:00,0.3937561371806559,0.40535492868421014,0.3899897113676224,0.4047517776489258,566445600,0.40731266140937805,1,1.0261599376410537,2.0,1.0384133583725033,3.0,1.1316695478928598,34.0,1.2967738378049884,135.0,1.1265130506517957,475.0
2004-03-26 00:00:00-05:00,0.40671039043989576,0.41213268950049303,0.40535480938983004,0.40731266140937805,419893600,0.42041802406311035,1,1.0031535474739197,2.0,1.0355391100189266,3.0,1.134243724787993,34.0,1.301736911544869,136.0,1.1355861548030384,475.0
2004-03-29 00:00:00-05:00,0.4122837080631656,0.42162261629482073,0.4097226800176527,0.42041802406311035,350728000,0.42056816816329956,1,1.0158328824625504,2.0,1.0523345249939677,4.0,1.1654097188928396,34.0,1.3400723447717489,136.0,1.1740342540757795,476.0
2004-03-30 00:00:00-05:00,0.41785700613047394,0.4210203050384189,0.4118315312220168,0.42056816816329956,359676800,0.40731266140937805,0,1.0001785333713884,2.0,1.0322384867281025,5.0,1.1604634445368738,35.0,1.3371302964293028,136.0,1.1762216880581897,477.0
2004-03-31 00:00:00-05:00,0.42056817860409274,0.4214724523767804,0.40595708035931233,0.40731266140937805,390773600,0.4083670377731323,1,0.9839886294253685,1.0,0.9884486460559676,4.0,1.1201090618032188,34.0,1.2918732090496434,136.0,1.1409830869102784,476.0
2004-04-01 00:00:00-05:00,0.4050536051630205,0.4107770514844727,0.40098600782828037,0.4083670377731323,318332000,0.4142415523529053,1,1.0012926352890859,1.0,0.9892715145114271,4.0,1.119129889176783,35.0,1.29208143615886,137.0,1.1456520155206569,477.0
2004-04-02 00:00:00-05:00,0.4180080021686227,0.4207191642482126,0.4101748343731859,0.4142415523529053,274478400,0.4265936017036438,1,1.0071413241367597,2.0,1.0001450175881137,4.0,1.1314069367862067,35.0,1.3074257626348547,137.0,1.1640203512905078,477.0
2004-04-05 00:00:00-04:00,0.413940406553216,0.42734688659720454,0.41333811048193286,0.4265936017036438,385672000,0.4192125201225281,0,1.014690215188015,2.0,1.026905514387253,4.0,1.1611944631330897,35.0,1.3428691560313168,138.0,1.2004664597029677,478.0
2004-04-06 00:00:00-04:00,0.41740480252001666,0.42403337693216264,0.41318704617743324,0.4192125201225281,257992000,0.41138026118278503,0,0.9912733173824998,1.0,1.0097966753784822,3.0,1.137348986909326,35.0,1.316229108411938,138.0,1.1812923464683016,478.0
2004-04-07 00:00:00-04:00,0.4158991412399177,0.41725472229616056,0.4055049453207743,0.41138026118278503,255119200,0.4146937131881714,1,0.9905702781001368,0.0,0.9889923441893118,3.0,1.1133846503595226,34.0,1.288483423824647,137.0,1.1605675458235756,478.0
2004-04-08 00:00:00-04:00,0.4199658781105899,0.42177359602812725,0.40972267117751754,0.4146937131881714,240917600,0.4223759174346924,1,1.0040110838837522,1.0,0.9939346381751173,3.0,1.1197578925459182,34.0,1.295358376720587,138.0,1.1713776255196127,478.0
2004-04-12 00:00:00-04:00,0.4142415759832751,0.42328019125211286,0.4140914418927098,0.4223759174346924,230540800,0.4056558907032013,0,1.0091774972660335,2.0,1.008415195385343,3.0,1.1375402545198428,34.0,1.3157739936938857,138.0,1.1944952898704064,479.0
2004-04-13 00:00:00-04:00,0.4214724091531999,0.4222257191565285,0.4043003097921555,0.4056558907032013,436396800,0.40128713846206665,0,0.9798075067078743,1.0,0.9782769249380522,2.0,1.089504417081494,34.0,1.2604847535878685,138.0,1.148923814352251,478.0
2004-04-14 00:00:00-04:00,0.40279370806972653,0.40776474922761347,0.39631612244384073,0.40128713846206665,639732800,0.4413555860519409,1,0.994586046247089,0.0,0.9761810852995166,2.0,1.0749296538782607,34.0,1.243789426416355,138.0,1.1383374449176347,477.0
2004-04-15 00:00:00-04:00,0.43412557076527203,0.4455733170361583,0.42418353927139685,0.4413555860519409,1761446400,0.4395480155944824,0,1.0475509328262267,1.0,1.058219781883522,3.0,1.1770605388389372,34.0,1.3638604050975567,139.0,1.2536749665495417,478.0
2004-04-16 00:00:00-04:00,0.43909670829869274,0.44150669730290293,0.42930566288525585,0.4395480155944824,402931200,0.4270458519458771,0,0.99794804964575,1.0,1.0414731279403475,2.0,1.1671059079095243,34.0,1.3542302758030036,138.0,1.2501590582423132,478.0
2004-04-19 00:00:00-04:00,0.423581404406736,0.4330712775908778,0.4192126578252283,0.4270458519458771,712353600,0.41770678758621216,0,0.985573214723882,0.0,1.0096159862203966,1.0,1.1292649509490296,34.0,1.3120969369378572,137.0,1.2162627587870902,477.0
2004-04-20 00:00:00-04:00,0.42493685365620393,0.42794913816863994,0.41514578513619155,0.41770678758621216,354519200,0.41770678758621216,0,0.9889446165390642,0.0,0.9819414836910191,1.0,1.100790821140996,33.0,1.2800495152493063,136.0,1.1915263667640668,476.0
2004-04-21 00:00:00-04:00,0.41574808114484557,0.42358127283231867,0.4122836346818439,0.41770678758621216,325875200,0.4184594452381134,1,1.0,0.0,0.9744191300783688,1.0,1.0973639546087992,32.0,1.2766808971090295,136.0,1.1932145271079595,476.0
2004-04-22 00:00:00-04:00,0.4151459859786784,0.42448489706617465,0.4083672238312823,0.4184594452381134,344584800,0.4172546863555908,0,1.0009001292115791,1.0,0.9867153493787626,1.0,1.0959367597542555,32.0,1.275591559240013,137.0,1.1971982374318746,476.0
2004-04-23 00:00:00-04:00,0.4172546863555908,0.4217735660234861,0.40746364214033465,0.4172546863555908,315828800,0.4086682200431824,0,0.998558407908904,1.0,0.9943283400533574,1.0,1.0890722489474416,32.0,1.2686940642859463,136.0,1.1955202710680535,476.0
2004-04-26 00:00:00-04:00,0.415446979670314,0.4163504237844802,0.4067103681310264,0.4086682200431824,231128800,0.4058060348033905,0,0.9896037920175291,0.0,0.9824719213440688,1.0,1.0635594872499765,31.0,1.239618019529977,135.0,1.1726910627425504,475.0
2004-04-27 00:00:00-04:00,0.41032576895678796,0.4133380786904284,0.4020404402341275,0.4058060348033905,283864000,0.39842501282691956,0,0.9964858493405282,0.0,0.9812055270026764,1.0,1.0530969346415564,31.0,1.2280810899858767,134.0,1.166090706773844,475.0
2004-04-28 00:00:00-04:00,0.4039991799397864,0.4068604757802669,0.3967682839207596,0.39842501282691956,231168000,0.4032459557056427,1,0.990822261838536,0.0,0.9724260638181879,1.0,1.0311680433402048,31.0,1.2030918382818618,133.0,1.1464235496054351,475.0
2004-04-29 00:00:00-04:00,0.3984250975578846,0.40671042820807746,0.39134604359560277,0.4032459557056427,460790400,0.38833293318748474,0,1.0060136178905765,1.0,0.9915559496563799,1.0,1.0405957837857074,32.0,1.2149259591048616,133.0,1.161734051336956,476.0
2004-04-30 00:00:00-04:00,0.40234171255341333,0.40610816303486436,0.38396504124376724,0.38833293318748474,466502400,0.3927015960216522,1,0.9811604089909333,1.0,0.9686634197417314,1.0,0.9995282595339363,32.0,1.1679405214315581,132.0,1.1202668063582786,475.0
2004-05-03 00:00:00-04:00,0.3916471630054387,0.3966181800260142,0.38773057900107677,0.3927015960216522,297634400,0.39375603199005127,1,1.0055934311106465,1.0,0.9874259957623547,2.0,1.008394326591479,32.0,1.179248196208993,132.0,1.1342986327153906,476.0
2004-05-04 00:00:00-04:00,0.39119502904319386,0.39993164129889697,0.3841151207974436,0.39375603199005127,279983200,0.4014381170272827,1,1.0013407409768087,2.0,0.9961135748579246,3.0,1.0088711104095613,32.0,1.1806010049652023,132.0,1.1386611021199455,477.0
2004-05-05 00:00:00-04:00,0.3946593835745262,0.4029447117361765,0.39104394845188356,0.4014381170272827,238106400,0.40038374066352844,0,1.0096606407966213,2.0,1.0140016703064507,4.0,1.0259274181471216,33.0,1.2017562744802999,132.0,1.1620406496526805,478.0
2004-05-06 00:00:00-04:00,0.3976725787439481,0.4029447685099685,0.3901405594453345,0.40038374066352844,263558400,0.40173929929733276,1,0.9986850241688462,1.0,1.012802856131934,3.0,1.0208748189601673,32.0,1.1968124103382354,131.0,1.1602445387263303,477.0
2004-05-07 00:00:00-04:00,0.39993158158176995,0.4152959628904199,0.39993158158176995,0.40173929929733276,419036800,0.395864874124527,0,1.0016899634672887,1.0,1.0093856960686016,4.0,1.0224527274540292,32.0,1.1991128965578375,131.0,1.165553666309933,477.0
2004-05-10 00:00:00-04:00,0.3957138852977789,0.4006849020553309,0.3907428685402269,0.395864874124527,249978400,0.4088192284107208,1,0.9926349116910917,1.0,0.9930474527457288,3.0,1.0058630396494384,32.0,1.1799639706321827,130.0,1.1497273456854162,477.0
2004-05-11 00:00:00-04:00,0.3976725779709726,0.40957251330000904,0.3976725779709726,0.4088192284107208,305172000,0.41122928261756897,1,1.0160986830053926,1.0,1.0178518447187674,3.0,1.0360429215473206,33.0,1.2167002561229592,131.0,1.188687929987131,477.0
2004-05-12 00:00:00-04:00,0.40354707822807767,0.4118315536048327,0.39526177324233236,0.41122928261756897,245420000,0.4095725119113922,0,1.0029389166304639,2.0,1.0188846878579112,3.0,1.039412719853144,33.0,1.2219949435788662,131.0,1.1969214812045008,478.0
2004-05-13 00:00:00-04:00,0.40821693095883294,0.4175558384147446,0.405203766272232,0.4095725119113922,229852000,0.4076138138771057,0,0.9979815215838709,1.0,1.0101801039334255,3.0,1.0326498453973947,32.0,1.2152461859155148,130.0,1.1933123040843625,478.0
2004-05-14 00:00:00-04:00,0.410475964839995,0.4115304229865688,0.3984250648727691,0.4076138138771057,257801600,0.40128713846206665,0,0.9976031194202907,0.0,1.0024442276084498,2.0,1.0247341607876508,32.0,1.2075002773712604,130.0,1.1886457436527162,478.0
2004-05-17 00:00:00-04:00,0.4021914120701885,0.4076137352836605,0.3970694072476707,0.40128713846206665,300445600,0.4076138138771057,1,0.9921786772574026,0.0,0.9842600259611467,2.0,1.0061365248075629,32.0,1.1868835060218774,130.0,1.1711393788216011,478.0
2004-05-18 00:00:00-04:00,0.4062582328123634,0.41107826095566385,0.40369722990730855,0.4076138138771057,206063200,0.3987269699573517,0,1.0078213227425974,1.0,1.0003693626482937,2.0,1.018875879525621,33.0,1.2036203339552425,130.0,1.1904328005518148,479.0
2004-05-19 00:00:00-04:00,0.41273576969456416,0.4142414845699778,0.3979736851454024,0.3987269699573517,375592000,0.4023416042327881,1,0.9889787989173837,1.0,0.9846013537647952,1.0,0.9940982549853092,32.0,1.175657373590051,129.0,1.165369551134903,478.0
2004-05-20 00:00:00-04:00,0.40113701213500996,0.40671034974910386,0.3987269983305709,0.4023416042327881,196296800,0.4083670377731323,1,1.0045122657309216,1.0,0.9970879422302853,2.0,1.0006674405293785,32.0,1.1845495873985845,129.0,1.176810911638126,479.0
2004-05-21 00:00:00-04:00,0.40520373922533864,0.40972261863520815,0.4026427367031673,0.4083670377731323,179894400,0.41183164715766907,1,1.007432304564357,2.0,1.0116425699156564,3.0,1.013078814108566,32.0,1.200536575274981,129.0,1.1952814158518428,480.0
2004-05-24 00:00:00-04:00,0.41107836202339293,0.4202671384265481,0.40836719922734177,0.41183164715766907,235603200,0.42794927954673767,1,1.0042241098994558,2.0,1.0149230840551724,4.0,1.0195022539842795,32.0,1.20878209128258,130.0,1.2062966920195517,480.0
2004-05-25 00:00:00-04:00,0.41424162322433333,0.4294558496749133,0.41107832372062536,0.42794927954673767,319978400,0.4294557571411133,1,1.0191926630821682,2.0,1.0441777905642262,4.0,1.0565194120702426,32.0,1.253803429604991,131.0,1.2542589513637437,481.0
